Business Name,Address,City,State,Zip Code,Business Type,IT Type,Business Description,Year Established,Website,Longitude,Latitude,Location
Cytel Corporation,675 Massachusetts Ave,Cambridge,MA,02139,Technology,"Consulting, Software","Our mission is to improve success rates in this endeavor via the optimal design, effective implementation",01/01/1987 12:00:00 AM,http://www.cytel.com,-71.1040097,42.3658822,POINT (-71.1040097 42.3658822)
Carmine Therapeutics,85 Bolton St,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Pharmaceutical, Therapeutics",Carmine Therapeutics develops a novel type of gene therapy that utilizes extracellular vesicles produced in the laboratory.,01/01/2019 12:00:00 AM,https://www.carminetherapeutics.com/,-71.1308332,42.3901599,POINT (-71.1308332 42.3901599)
Cognaisent,1218 Massachusetts Ave Suite 200,Cambridge,MA,02138,Technology,"Artificial Intelligence (AI), Information Technology, Machine Learning","Cognaisent specializes in the fields of machine learning, deep learning, artificial intelligence, drug discovery, and molecular analysis.",01/01/2018 12:00:00 AM,http://www.cognaisent.com/,-71.1155477,42.3719861,POINT (-71.1155477 42.3719861)
Editas Medicine,11 Hurley St,Cambridge,MA,02141,Life Sciences,"Biotechnology, Genetics, Health Care, Medical",Editas Medicine is a clinical-stage genome editing company that develops genomic medicines for serious diseases.,01/01/2013 12:00:00 AM,http://www.editasmedicine.com,-71.078265,42.3681692,POINT (-71.078265 42.3681692)
Exo Therapeutics,150 Cambridgepark Dr,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Pharmaceutical",Exo Therapeutics is a small molecule drug discovery and development company.,01/01/2018 12:00:00 AM,https://exo-therapeutics.com/,-71.1461188,42.3944332,POINT (-71.1461188 42.3944332)
Evelo Biosciences,620 Memorial Dr #500,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical, Therapeutics",Evelo Biosciences is a biotechnology company that develops oral biologics for small intestinal axis with systemic therapeutic effects.,01/01/2015 12:00:00 AM,http://evelobio.com,-71.1075331,42.3540486,POINT (-71.1075331 42.3540486)
Cambridge Science,415 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Information Technology, Life Science",Cambridge Science is a biotechnology company that focuses on scientific-technological innovation.,01/01/2017 12:00:00 AM,http://www.cambridgesci.com/,-71.0890274,42.3628261,POINT (-71.0890274 42.3628261)
Expansion Technologies,4401 Kendall Square Suite,Cambridge,MA,02139,Life Sciences,"Bioinformatics, Biotechnology, Medical","Expansion Technologies pioneers the use of the expansion microscopy bioimaging tool for biology, medicine, and beyond.",01/01/2015 12:00:00 AM,http://www.extbio.com,-71.0901213,42.3673039,POINT (-71.0901213 42.3673039)
Cambridge Blockchain,1716 Cambridge St Suite 41,Cambridge,MA,02138,Technology,"Blockchain, Cyber Security, Financial Services, FinTech, Identity Management, Information Technology, Privacy, Software",Cambridge Blockchain develops blockchain-based identity management and compliance software solutions for financial institutions.,01/01/2015 12:00:00 AM,http://www.cambridge-blockchain.com/,-71.112595,42.3749882,POINT (-71.112595 42.3749882)
Avrobio,1 Kendall Square Building 300 Suite 201,Cambridge,MA,02139,Life Sciences,"Biotechnology, Genetics, Health Care",Avrobio is a clinical stage company developing step-change cell and gene therapies targeting cancer and rare disease.,01/01/2015 12:00:00 AM,https://avrobio.com/,-71.0909314,42.3659601,POINT (-71.0909314 42.3659601)
Breath of Health,30 John F. Kennedy St,Cambridge,MA,02138,Technology,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Outpatient Care","Breath of Health offers artificial intelligence, early disease detection, Covid-19, molecular analysis, and medical diagnostics services.",01/01/2020 12:00:00 AM,https://bohpharma.com/,-71.119703,42.3727474,POINT (-71.119703 42.3727474)
Immuneering,245 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Medical, Pharmaceutical",Immuneering is a bioinformatics company that develops new medicines unlikely to be found by traditional drug discovery methods.,01/01/2008 12:00:00 AM,http://immuneering.com,-71.0847449,42.3625589,POINT (-71.0847449 42.3625589)
DentistAI,19 White St,Cambridge,MA,02140,Technology,"Emergency Medicine, Health Care, Information Technology, Medical Device, Software",DentistAIâ€™s software automatically detects pathologies in dental imaging.,01/01/2018 12:00:00 AM,https://study.dentistai.io/,-71.1190891,42.3896076,POINT (-71.1190891 42.3896076)
XtalPi,245 Main St,Cambridge,MA,02142,Technology,"Artificial Intelligence (AI), Biotechnology, Pharmaceutical",XtalPi is a pharmaceutical technology company that is reinventing drug discovery by enabling dry lab predictions with wet lab validation.,05/01/2014 12:00:00 AM,http://www.xtalpi.com/,-71.0847449,42.3625589,POINT (-71.0847449 42.3625589)
Gensaic,100 Acorn Park Dr 5th floor,Cambridge,MA,02140,Life Sciences,"Medical, Pharmaceutical",Gensaic is a redosable genomic medications company that seeks to reimagine gene therapy.,01/01/2021 12:00:00 AM,https://www.gensaic.com,-71.1498676,42.3981287,POINT (-71.1498676 42.3981287)
JuliaHub,186 Alewife Brook Pkwy,Cambridge,MA,02138,Technology,"Cloud Computing, Simulation, Software","JuliaHub is a single platform for modeling, simulation, and user built applications.",07/01/2015 12:00:00 AM,https://juliahub.com,-71.1406465,42.3901874,POINT (-71.1406465 42.3901874)
Nvelop Therapeutics,325 Vassar St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Genetics, Medical",Nvelop Therapeutics is a biotechnology company that provides gene editing technology services for unmet major disease needs.,01/01/2022 12:00:00 AM,,-71.1057392,42.3550191,POINT (-71.1057392 42.3550191)
CAMP4 Therapeutics,1 Kendall Square,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Therapeutics",CAMP4 Therapeutics is a biotechnology company that uses RNA to restore healthy gene expression.,01/01/2016 12:00:00 AM,https://www.camp4tx.com/,-71.0901213,42.3673039,POINT (-71.0901213 42.3673039)
Yengii Biosciences,150 Cambridgepark Dr Suite 900,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Life Science, Mobile Apps","Yengii Biosciences developsÂ a smartphone microscope for diagnosing infectious diseases including malaria, sleeping sickness, and TB.",,https://bio.yengii.com,-71.1461102,42.3944398,POINT (-71.1461102 42.3944398)
Seaside Therapeutics,400 Technology Square Suite 201,Cambridge,MA,02139,Life Sciences,"Biotechnology, Medical Device, Therapeutics",Seaside Therapeutics is a biotech company developing treatments for patients with brain development disorders.,01/01/2005 12:00:00 AM,http://www.seasidetherapeutics.com,-71.0917551,42.3639663,POINT (-71.0917551 42.3639663)
SplitSage,43 Vassar St,Cambridge,MA,02139,Technology,"Analytics, Consumer, SEO",SplitSage is part of the Information Technology Services Industry.,08/14/2014 12:00:00 AM,http://www.splitsage.com/,-71.0913879,42.3621772,POINT (-71.0913879 42.3621772)
TriNetX,125 Cambridgepark Dr #500,Cambridge,MA,02140,Technology,"Analytics, Big Data, Clinical Trials, Health Care, Hospital, Pharmaceutical",TriNetX is a health research network that connects drug discovery and development from pharmaceutical companies.,01/01/2013 12:00:00 AM,http://trinetx.com,-71.1457992,42.395221,POINT (-71.1457992 42.395221)
PAQ Therapeutics,300 Technology Square floor 2,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Therapeutics",PAQ Therapeutics is a biotechnology company pioneering a new approach to restoring health and curing disease through autophagy.,01/01/2020 12:00:00 AM,https://www.paqtx.com/,-71.0916238,42.3633654,POINT (-71.0916238 42.3633654)
SURGE Therapeutics,101 Main St Suite 1650,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Life Science",SURGE Therapeutics seeks to dramatically improve cancer patient survival by disrupting cancer immunotherapy is deployed.,01/01/2016 12:00:00 AM,https://surgetx.com,-71.0815798,42.3621912,POINT (-71.0815798 42.3621912)
Reveal Pharmaceuticals,767 Concord Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Diagnostics, Life Science, Pharmaceutical",Reveal Pharmaceuticals is the gadolinium free MRI contrast agent.,01/01/2016 12:00:00 AM,http://www.revealpharma.com,-71.1532716,42.3929264,POINT (-71.1532716 42.3929264)
AltrixBio,75 Sidney St 4th Floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, Medical, Pharmaceutical",AltrixBio is a pharmaceutical company focused on oral drug that replicates the metabolic success of bariatric surgery.,01/01/2019 12:00:00 AM,https://altrixbio.com/,-71.1022842,42.3615089,POINT (-71.1022842 42.3615089)
Centessa Pharmaceuticals,222 Third St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Pharmaceutical",Centessa Pharmaceuticals is a next-generation biopharmaceutical company that aims to reshape the traditional drug development process.,01/01/2021 12:00:00 AM,https://www.centessa.com,-71.0810267,42.3669902,POINT (-71.0810267 42.3669902)
SachSiSolar,26 Glenwood Ave Suite 302,Cambridge,MA,02139,Technology,"Clean Energy, Energy, Manufacturing, Solar",SachSiSolar specializes in developing technology that reduces the costs of solar panels.,01/01/2013 12:00:00 AM,,-71.1123335,42.3568321,POINT (-71.1123335 42.3568321)
Seres Therapeutics,200 Sidney St #400,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Health Care, Therapeutics",Seres Therapeutics is a microbiome therapeutics company that develops treatments for serious diseases.,01/01/2010 12:00:00 AM,http://www.serestherapeutics.com,-71.1046256,42.3579232,POINT (-71.1046256 42.3579232)
ZAGENO,625 Massachusetts Ave 2nd floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, E-Commerce, Internet, Marketplace, Retail",ZAGENO is an enterprise marketplace solution that connects e-commerce to life science.,03/25/2015 12:00:00 AM,https://zageno.com,-71.1031199,42.3658086,POINT (-71.1031199 42.3658086)
Tiburio Therapeutics,700 Technology Square,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical, Pharmaceutical",Tiburio Therapeutics is a developer of drug compounds intended to treat tumors and endocrine diseases.,01/01/2018 12:00:00 AM,https://www.tiburio.com/,-71.092749,42.3640186,POINT (-71.092749 42.3640186)
Judo Bio,2322 Massachusetts Ave,Cambridge,MA,02140,Life Sciences,Biotechnology,Judo Bio is a biotechnology company.,,,-71.1285675,42.3954945,POINT (-71.1285675 42.3954945)
Common Sensing,288 Norfolk St #2B,Cambridge,MA,02139,Technology,"Health Care, Manufacturing, Medical Device, Software, Wellness",Common Sensing develops and manufactures data-driven hardware and software solutions for people using injectable medicine.,01/01/2012 12:00:00 AM,http://common-sensing.com,-71.0971051,42.3712017,POINT (-71.0971051 42.3712017)
Woobo,1271 Cambridge St,Cambridge,MA,02139,Technology,"Apps, Artificial Intelligence (AI), Gaming, Mobile Apps, Robotics, Toys",Woobo is a technology company developing companion robots for kids.,01/01/2015 12:00:00 AM,http://www.woobo.io,-71.0986587,42.3735475,POINT (-71.0986587 42.3735475)
EGenesis,101 Cambridgepark Dr suite 200,Cambridge,MA,02140,Life Sciences,"Biopharma, Biotechnology, Genetics, Life Science, Medical","EGenesis focuses on leveraging genome editing technology to deliver safe and effective human transplantable cells, tissues, and organs.",01/01/2014 12:00:00 AM,https://www.egenesisbio.com/,-71.1448254,42.3949718,POINT (-71.1448254 42.3949718)
Metrarc,105 Massachusetts Ave,Cambridge,MA,02139,Technology,"Computer, Network Security, Software",Metrarc is a University spin out based in Cambridge with research and development labs at the Universities of Essex and Kent.,01/01/2010 12:00:00 AM,http://www.metrarc.com/,-71.0924952,42.3600077,POINT (-71.0924952 42.3600077)
Genomate Health,10 Ware St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Life Science, Precision Medicine",Genomate Health is a digital health company that develops computational (AI) solutions for personalized medicine.,06/17/2022 12:00:00 AM,https://www.genomate.health/,-71.1134255,42.3728349,POINT (-71.1134255 42.3728349)
Mersana Therapeutics,840 Memorial Dr,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical, Therapeutics",Mersana Therapeutics develops a biodegradable polymer platform FleximerÂ® which creates new and better medicines.,01/01/2005 12:00:00 AM,http://www.mersana.com,-71.1150032,42.3631273,POINT (-71.1150032 42.3631273)
Ribon Therapeutics,35 Cambridgepark Dr Suite 300,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Medical Device, Therapeutics",Ribon Therapeutics is a biotechnology company focused on the development of therapeutics treatments targeting stress support pathways.,01/01/2015 12:00:00 AM,http://www.ribontx.com,-71.1435055,42.3948758,POINT (-71.1435055 42.3948758)
i-Cube,222 Third St,Cambridge,MA,02142,Technology,"Customer Service, Information Technology, Mobile, Software, Telecommunications",Application migration and custom software development services.,,,-71.080888,42.3669618,POINT (-71.080888 42.3669618)
Hive,449 Broadway,Cambridge,MA,02138,Technology,"Artificial Intelligence (AI), Health Care, Life Science",Hive Biosystems helps pharmaceutical companies streamline genetics-driven drug discovery by rapidly generating transgenic animals.,01/01/2015 12:00:00 AM,http://www.hivebiosystems.com/,-71.110716,42.3741695,POINT (-71.110716 42.3741695)
Lucy Therapeutics,47 Thorndike St,Cambridge,MA,02141,Life Sciences,"Biotechnology, Health Care, Medical, Pharmaceutical, Therapeutics",Lucy Therapeutics is a biotech company providing effective treatments for neurological diseases start with the mitochondria.,01/01/2017 12:00:00 AM,https://www.lucytherapeutics.com/,-71.0796854,42.3697029,POINT (-71.0796854 42.3697029)
kbDNA Inc.,125 Cambridgepark Dr,Cambridge,MA,02140,Life Sciences,"Bioinformatics, Biotechnology, Health Care, Life Science",Discover more with synthetic reagents,01/01/2016 12:00:00 AM,https://www.kbDNA.com,-71.1457417,42.3951934,POINT (-71.1457417 42.3951934)
MicroQuin,245 First St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Medical, Pharmaceutical","MicroQuin is a pre-clinical biotechnology company with first-in-class, lead compounds that use two technologies to kill breast cancers",01/01/2016 12:00:00 AM,https://www.microquin.com/,-71.0790258,42.363518,POINT (-71.0790258 42.363518)
TheraVid,552 Massachusetts Ave #214,Cambridge,MA,02139,Technology,"Fitness, Health Care, Medical, Software, Therapeutics",TheraVid is a patient management platform providing physical therapist-prescribed rehab programs for injury rehabilitation.,04/01/2011 12:00:00 AM,http://www.theravid.com,-71.1026763,42.3643646,POINT (-71.1026763 42.3643646)
Intellia Therapeutics,40 Erie St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Genetics, Health Care, Medical, Therapeutics",Intellia Therapeutics is a genome editing company that develops curative gene-editing treatments.,01/01/2014 12:00:00 AM,http://intelliatx.com,-71.104981,42.3568691,POINT (-71.104981 42.3568691)
Mantle Biotech,30 Acorn Park Dr,Cambridge,MA,02140,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Medical, Wellness",Mantle Biotech develops low-cost and accurate medical diagnostics to address unmet medical needs.,01/01/2019 12:00:00 AM,http://mantlebiotech.com,-71.1476441,42.3979905,POINT (-71.1476441 42.3979905)
Diffeo,75 Hamilton St,Cambridge,MA,02139,Technology,"Analytics, Internet, Machine Learning, Software",collaborative machine intelligence,09/20/2012 12:00:00 AM,https://diffeo.com/,-71.1059871,42.3583048,POINT (-71.1059871 42.3583048)
Citrine Medicine,1 Mifflin Pl Suite 400,Cambridge,MA,02138,Life Sciences,Pharmaceutical,Citrine Medicine is a rare disease-focused pharmaceutical firm.,01/01/2019 12:00:00 AM,http://www.rarestonegroup.com/en/38/,-71.1225185,42.3733664,POINT (-71.1225185 42.3733664)
ViThera,1 Kendall Square,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Genetics, Health Care, Life Science",ViThera Pharmaceuticals is an early stage biotech company.,01/01/2009 12:00:00 AM,http://www.vitherapharma.com/,-71.0902056,42.3673211,POINT (-71.0902056 42.3673211)
VBI Vaccines,160 Second St Floor 3,Cambridge,MA,02142,Life Sciences,"Biotechnology, Clinical Trials, Health Care",VBI Vaccinea is a biopharmaceutical company developing novel technologies that seek to expand vaccine.,01/01/2001 12:00:00 AM,http://www.vbivaccines.com/,-71.0790954,42.3665547,POINT (-71.0790954 42.3665547)
Oxys,1 Broadway floor 14,Cambridge,MA,02142,Technology,"Analytics, Artificial Intelligence (AI), Infrastructure, Internet of Things, Machine Learning",Oxys is an IIoT company that provides services and products for the industrial of the internet of things.,01/01/2016 12:00:00 AM,http://www.oxyscorp.com,-71.083926,42.362837,POINT (-71.083926 42.362837)
Astrocyte Pharmaceuticals,245 First St #1800,Cambridge,MA,02142,Life Sciences,"Biotechnology, Clinical Trials, Pharmaceutical, Therapeutics",Astrocyte Pharmaceuticals is a drug development company that helps in the recovery and well-being of brain injury patients.,01/01/2014 12:00:00 AM,https://www.astrocytepharma.com/,-71.0790784,42.3635819,POINT (-71.0790784 42.3635819)
Sea Pharmaceuticals,128 Sidney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Medical, Pharmaceutical",Sea Pharmaceuticals specializes in the development of new oral molecules for the treatment of tinnitus and epilepsy.,03/01/2013 12:00:00 AM,https://www.seapharmaceuticals.com,-71.1031469,42.3592534,POINT (-71.1031469 42.3592534)
Secure AI Labs,32 Vassar St,Cambridge,MA,02139,Technology,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Network Security",Secure AI Labs helps businesses share privacy restricted data by protecting it during use.,01/01/2017 12:00:00 AM,https://secureailabs.com,-71.0904378,42.3619407,POINT (-71.0904378 42.3619407)
Cellino,750 Main St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Nanotechnology, Product Design","Cellino is on a mission to make personalized, autologous cell therapies accessible for patients.",01/01/2017 12:00:00 AM,https://www.cellinobio.com,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Brixton Biosciences,763E Concord Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Information Technology, Life Science",Brixton Biosciences is a biotechnology company currently operating in stealth mode.,01/01/2018 12:00:00 AM,https://www.brixtonbio.com/,-71.1525775,42.3926701,POINT (-71.1525775 42.3926701)
Nereid Therapeutics,640 Memorial Dr,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Life Science",Nereid Therapeutics is discovering new disease treatments by applying research and technologies in biomolecular condensates.,01/01/1995 12:00:00 AM,https://www.nereidtx.com/,-71.1095261,42.3542788,POINT (-71.1095261 42.3542788)
Totient,1 Alewife Center Suite 120,Cambridge,MA,02140,Technology,"Artificial Intelligence (AI), Biotechnology, Life Science, Machine Learning",Totient is an AI-driven biotechnology company that leverages tertiary lymphoid structures.,01/01/2017 12:00:00 AM,https://totient.bio/,-71.1398878,42.3985017,POINT (-71.1398878 42.3985017)
Outline,37 White St,Cambridge,MA,02140,Technology,"Finance, Government, Politics, Software",Outline builds public policy simulators for city & state governments.,08/23/2011 12:00:00 AM,,-71.1185806,42.3897349,POINT (-71.1185806 42.3897349)
Rev Boston,21 Brattle St,Cambridge,MA,02138,Technology,"Angel Investment, Big Data, Product Management",Rev Boston is a female awards ceremony that makes people feel that their work is valued.,01/01/2015 12:00:00 AM,https://www.revboston.org/,-71.1205592,42.3735005,POINT (-71.1205592 42.3735005)
Senda Biosciences,19 Blackstone St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Life Science",Senda Biosciences is a therapeutics platform company leveraging unprecedented insights into the molecular connections between humans.,01/01/2017 12:00:00 AM,https://www.sendabiosciences.com/,-71.114505,42.3634327,POINT (-71.114505 42.3634327)
Javelin Pharmaceuticals,675 W Kendall St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Developer Platform, Pharmaceutical","Javelin Pharmaceuticals, Inc., a specialty pharmaceutical company, engages in the research, development, and commercialization of products",01/01/1998 12:00:00 AM,http://www.javelinpharmaceuticals.com,-71.0819623,42.3646514,POINT (-71.0819623 42.3646514)
Ambient Devices,1 Broadway 14th Floor,Cambridge,MA,02142,Technology,"Computer, Information Services, Information Technology, Mobile, Robotics, Wireless",Ambient Devices provides a complete solution to offer wireless products to consumers that make tangible interfaces to digital information.,01/01/2001 12:00:00 AM,http://www.ambientdevices.com,-71.0839263,42.3628373,POINT (-71.0839263 42.3628373)
Watershed Informatics,301 Binney St Suite 102,Cambridge,MA,02142,Life Sciences,"Biotechnology, Information Technology, Life Science",Watershed Informatics catalyzes discovery by democratizing access to bioinformatics tools for biologists.,01/01/2019 12:00:00 AM,https://watershed.ai/,-71.087083,42.3664403,POINT (-71.087083 42.3664403)
DropWise Technologies,1035 Cambridge St,Cambridge,MA,02141,Technology,"Advanced Materials, Energy Efficiency, Manufacturing, Renewable Energy, Solar",DropWise provides a breakthrough coating technology invented at MIT to protect industrial equipment from fouling and corrosion.,01/01/2014 12:00:00 AM,http://www.drop-wise.com/,-71.0931834,42.3733678,POINT (-71.0931834 42.3733678)
BeON Home,125 Cambridgepark Dr Suite 301,Cambridge,MA,02140,Technology,"Consumer Electronics, Elder Care, Hardware, Security, Sensor, Software",BeON Home uses the power and ubiquity of the light socket to provide safety and security in the home.,01/01/2013 12:00:00 AM,http://beonhome.com,-71.1457333,42.3951672,POINT (-71.1457333 42.3951672)
Litmus,675 Massachusetts Ave 11th Floor,Cambridge,MA,02139,Technology,"Advertising, Computer, Customer Service, Software, Test and Measurement, Web Design",Litmus is a testing and QA service for email marketers.,05/16/2005 12:00:00 AM,http://litmus.com,-71.1039555,42.3658768,POINT (-71.1039555 42.3658768)
QurAlis,100 Cambridgepark Dr,Cambridge,MA,02140,Life Sciences,"Biotechnology, Genetics, Health Care, Precision Medicine, Therapeutics",QurAlis is a biotechnology company that creates precision medicine solutions to cure ALS and FTD.,12/12/2016 12:00:00 AM,https://quralis.com/,-71.1448349,42.3942731,POINT (-71.1448349 42.3942731)
Thrombolytic Science International,399 Binney St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Therapeutics",Thrombolytic Science International develops a clot-dissolving therapy for stroke and other thrombotic diseases.,01/01/2004 12:00:00 AM,http://www.tsillc.net,-71.0902725,42.3676033,POINT (-71.0902725 42.3676033)
Immudicon,840 Memorial Dr 4th Floor,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Therapeutics",Immudicon is a biotechnology company that creates complement-based biologics which targets and localizes immune cells to tumors.,01/01/2011 12:00:00 AM,http://www.immudicon.com/,-71.1153282,42.3631032,POINT (-71.1153282 42.3631032)
Momenta Pharmaceuticals,301 Binney St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Pharmaceutical","Momenta Pharmaceuticals, Inc. is a biotechnology company specializing in the characterization and process engineering of complex molecules.",01/01/2001 12:00:00 AM,http://www.momentapharma.com,-71.0873814,42.3666656,POINT (-71.0873814 42.3666656)
PharmaKodex,100 Acorn Park Dr # 5,Cambridge,MA,02140,Life Sciences,"Biotechnology, Hospital, Manufacturing, Medical, Pharmaceutical",PharmaKodex is a pharmaceutical company that develops and commercializes small molecule drugs for treating pain and neurological conditions.,01/01/2006 12:00:00 AM,,-71.1497732,42.397933,POINT (-71.1497732 42.397933)
VistaPath Biosystems,1166 Massachusetts Ave,Cambridge,MA,02138,Life Sciences,"Biotechnology, Health Care, Hospitality","VistaPath Biosystems develops a tissue grossing platform that automates the process of inspecting, inking, and measuring tissues.",01/01/2017 12:00:00 AM,https://www.vistapath.ai,-71.1146816,42.3713301,POINT (-71.1146816 42.3713301)
Athletic Standard,600 Technology Square,Cambridge,MA,02139,Technology,"Analytics, SEO, Social Media, Sports",Athletic Standard develops performance analytics tools to identify and predict the best athletes on the field.,12/01/2010 12:00:00 AM,http://www.athleticstandard.com,-71.0931376,42.3636927,POINT (-71.0931376 42.3636927)
Foghorn Therapeutics,500 Technology Square Suite 700,Cambridge,MA,02139,Life Sciences,"Biopharma, Biotechnology, Health Care, Life Science, Therapeutics","Foghorn Therapeutics is developing therapies based on a system that directs which genes our cells express,",01/01/2015 12:00:00 AM,http://foghorntx.com/,-71.0926065,42.3632816,POINT (-71.0926065 42.3632816)
Hydra Biosciences,45 Moulton St,Cambridge,MA,02138,Life Sciences,"Biotechnology, Life Science, Medical","Hydra Biosciences develops novel drugs to treat pain, inflammation, cardiovascular and other diseases using ion channels.",01/01/2001 12:00:00 AM,http://www.hydrabiosciences.com,-71.1483894,42.3912678,POINT (-71.1483894 42.3912678)
Cullinan Oncology,1 Main St,Cambridge,MA,02142,Life Sciences,"Biopharma, Biotechnology, Medical Device, Oncology",Cullinan Oncology is a developer of an externally sourced cancer therapeutics used to end a drug program quickly.,01/01/2017 12:00:00 AM,https://www.cullinanoncology.com/,-71.0799976,42.362177,POINT (-71.0799976 42.362177)
Superpedestrian,84 Hamilton St,Cambridge,MA,02139,Technology,"Automotive, Autonomous Vehicles, Consumer, Electric Vehicle, Robotics",Superpedestrian is a venture-backed robotics company that develops lightweight electric vehicles with integrated online platforms.,01/01/2012 12:00:00 AM,http://superpedestrian.com,-71.1063437,42.3581679,POINT (-71.1063437 42.3581679)
METiS Therapeutics,1 Broadway,Cambridge,MA,02142,Technology,"Biopharma, Biotechnology, Genetics, Health Care, Machine Learning",METiS Therapeutics uses integrated drug discovery to develop medicines in a variety of illness areas.,01/01/2017 12:00:00 AM,https://www.metistx.com/,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
Solar Engineering Solution,31 Cambridge Terrace,Cambridge,MA,02140,Technology,"Energy, Solar",Solar Engineering Solution (SES) offers breakthrough solar thermal technologies to deliver clean and cost-efficient cooling.,,http://www.energyses.com,-71.1236907,42.3880929,POINT (-71.1236907 42.3880929)
17Cicada,106 Prospect St,Cambridge,MA,02139,Technology,"Biotechnology, Environmental Consulting, GreenTech, Pharmaceutical, Waste Management","17Cicada creates a novel bacterial platform that converts waste into building blocks for polymers, textiles, cosmetics, and other products.",01/01/2021 12:00:00 AM,https://www.17cicada.com,-71.1020615,42.3676927,POINT (-71.1020615 42.3676927)
Spero Therapeutics,675 Massachusetts Ave,Cambridge,MA,02139,Life Sciences,"Biotechnology, Medical Device, Therapeutics",Spero Therapeutics develops therapeutics for treatment of gram-negative infections.,01/01/2013 12:00:00 AM,http://sperotherapeutics.com/,-71.1039725,42.3658993,POINT (-71.1039725 42.3658993)
NuoDB,150 Cambridgepark Dr,Cambridge,MA,02140,Technology,"Cloud Data Services, Database, Enterprise Software, Software",NuoDB is a provider of distributed SQL database for cloud applications.,01/01/2010 12:00:00 AM,https://www.nuodb.com,-71.1461075,42.3944465,POINT (-71.1461075 42.3944465)
NextPoint Therapeutics,238 Main St,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Life Science, Therapeutics",NextPoint Therapeutics is a clinical-stage biotechnology company that develops therapeutics to treat cancer patients.,01/01/2020 12:00:00 AM,https://nextpointtx.com/,-71.0845331,42.3621548,POINT (-71.0845331 42.3621548)
BioSens8,750 Main St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Health Diagnostics, Wearables, Wellness",Sensing beyond glucose to enable holistic health monitoring,12/16/2020 12:00:00 AM,https://www.biosens8.com,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
STIMIT,750 Main St,Cambridge,MA,02139,Life Sciences,"Biotechnology, Health Care, Wellness",STIMIT enables extended local delivery of cancer immunotherapy in the context of tumor resection.,01/01/2018 12:00:00 AM,https://stimittx.com/,-71.0962734,42.3627993,POINT (-71.0962734 42.3627993)
Aviceda Therapeutics,1 Broadway,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Life Science, Pharmaceutical, Therapeutics","Aviceda Therapeutics is a late-stage, pre-clinical biotech company developing drugs for treating glyco-immune diseases.",01/01/2018 12:00:00 AM,https://www.avicedarx.com/,-71.0835375,42.3627822,POINT (-71.0835375 42.3627822)
nference,1 Main St 4th Floor,Cambridge,MA,02142,Technology,"Biotechnology, Health Care, Life Science, Software",nference is a software company that creates transformative technologies and products in healthcare.,01/01/2013 12:00:00 AM,https://nference.com,-71.0799976,42.362177,POINT (-71.0799976 42.362177)
ConverGene,245 First St 18th floor,Cambridge,MA,02142,Life Sciences,"Biotechnology, Health Care, Therapeutics",ConverGene is a small molecule discovery company leveraging rational drug design.,01/01/2011 12:00:00 AM,http://convergenepharma.com/,-71.0790546,42.36355,POINT (-71.0790546 42.36355)
